Tweet,Created_at,Year,Month,City,Sentiment,Emotion,Dominant Topic
"my main point being that one month from now if there are no deaths, no one will report about it. as a positive. if there is, media will be all over it about how someone at that party died of covid.",2020-05-24,2020,5,"Omaha,NE",negative,sadness,Topic 2
little tongue and cheek but i do think the anti open back up crowd likes a little dirty laundry reporting of corona deaths.,2020-05-24,2020,5,"Omaha,NE",negative,anger,Topic 2
if we trace every single one of these people for the next month and none of them die from covid are people happy or mad? i think its /50.,2020-05-24,2020,5,"Omaha,NE",positive,anger,Topic 2
covid also created a plethora of karens across the country,2020-05-25,2020,5,"Omaha,NE",positive,joy,Topic 3
"when trump took office in , his team stopped the work on new federal regulations that would have forced the health care industry to prepare for an airborne infectious disease pandemic such as covid-19.that decision is documented in federal records",2020-05-26,2020,5,"Omaha,NE",negative,anger,Topic 3
"p.s. ballot harvesting us a strange term. it only means that rather than having to buy a stamp, a verified volunteer will pick up and deliver your ballot to the polls. california republicans were set to outmatch the democrats in this effort before covid-19 hit us.",2020-05-27,2020,5,"Omaha,NE",negative,optimism,Topic 3
california republicans were prepared to match democrats on 'ballot harvesting.' then came coronavirus,2020-05-27,2020,5,"Omaha,NE",positive,anger,Topic 3
oh wait.....just see how fast covid disappears come november th.,2020-05-28,2020,5,"Omaha,NE",negative,sadness,Topic 2
bad state data hides coronavirus threat as trump pushes reopening via,2020-05-28,2020,5,"Omaha,NE",negative,sadness,Topic 3
beginning may at p.m. the town of morrisville will transition to phase of its plan to ease restrictions.,2020-05-22,2020,5,"Raleigh,NC",positive,optimism,Topic 4
"as of pm may , is in phase of lifting restrictions. some businesses remain closed. some can open with safety measures:",2020-05-23,2020,5,"Raleigh,NC",positive,sadness,Topic 4
"please, just please, for once, think of the health of everyone around you. you might get covid-19 and it just be a strong cough. but that doesn't mean that the threat is gone for everyone. so please don't ""tough it out"" if you get sick. stay home and don't get others sick",2020-05-25,2020,5,"Raleigh,NC",negative,sadness,Topic 2
ive been talking to mad bitches who left they nigga during corona...,2020-05-28,2020,5,"Raleigh,NC",negative,anger,Topic 2
heres a link to the story and video.,2020-05-28,2020,5,"Raleigh,NC",neutral,joy,Topic 4
we should have known america was going to drop the ball on covid-19. the government couldnt coordinate a humanitarian response to hurricane katrina! why would we expect it could mount a nationwide response to a mortal threat?,2020-05-30,2020,5,"Raleigh,NC",negative,anger,Topic 3
should be fun in weeks when covid cases go back up in the riot cities and the governments blames it on restaurants and retail stores.,2020-05-31,2020,5,"Raleigh,NC",negative,anger,Topic 4
dtr is going to have to raise s of thousands to help small businesses already devastated by covid have been damaged and merchandise gone.,2020-05-31,2020,5,"Raleigh,NC",negative,sadness,Topic 3
"great question. yes. i was at the raleigh protest may . (not the riot). getting food, i run a risk. protesting to stop white terror, i run a risk. if i get covid, i pay the price, whatever that is. it is about priorities. these are mine.",2020-05-31,2020,5,"Raleigh,NC",negative,anger,Topic 2
"check in on your friends with one black parent and one white parent, they probably need some support in figuring this thing out.",2020-05-31,2020,5,"Raleigh,NC",positive,optimism,Topic 2
i wonder what life wouldve been if covid never happened i think about that often,2020-06-29,2020,6,"Kansas City,MO",neutral,sadness,Topic 1
it also isnt true. covid tests do not have false positive rates of %.,2020-06-29,2020,6,"Kansas City,MO",negative,anger,Topic 2
employees handling food without masks or gloves. will be boycotting until is taken seriously by the company.,2020-06-29,2020,6,"Kansas City,MO",negative,anger,Topic 4
"how have you been in office this many years? youre unbelievably stupid. my family and i travel to maine every summer from the midwest. thanks to trump and his moronic enablers,and corrupt administration covid numbers are spiking. no ones going anywhere.",2020-06-30,2020,6,"Kansas City,MO",negative,anger,Topic 1
"doctors, nurses and caregivers at menorarah medical &amp; research were be reunited with yo shakell avery. he was their first patient to receive convalescent plasma from a new york city covid-19 survivor.",2020-06-30,2020,6,"Kansas City,MO",positive,sadness,Topic 4
no nfl this year. the mandated covid nd wave will be appearing in its place,2020-06-30,2020,6,"Kansas City,MO",negative,anger,Topic 2
"trump had mentioned coronavirus in the state of the union speech in january, meanwhile congress was pushing to impeach him.",2020-06-30,2020,6,"Kansas City,MO",neutral,anger,Topic 3
he dont got covid remember,2020-06-30,2020,6,"Kansas City,MO",neutral,sadness,Topic 2
"i was... but traveling too far just to make a reservation to go to one of my favorite parks is depressing. i understand the covid thing, but geez... i will next year sadly.",2020-06-30,2020,6,"Kansas City,MO",negative,sadness,Topic 1
earlier today i had my first covid test. that shit was no joke what-so-ever!! i follow on instagram and that dude gets tested what seems to be every other day and handles it with ease!!! i'm past impressed kei!,2020-06-30,2020,6,"Kansas City,MO",positive,joy,Topic 2
feeling extremely bad for restaurant employees - ive heard too often from friends and family working in restaurants that management is not willing to tell employees when another employee/manager tests positive for covid-19 which is the least they can do to protect their workers,2020-06-30,2020,6,"Long Beach,CA",positive,anger,Topic 2
podcast : contact tracing to help stop the spread of covid-19,2020-06-30,2020,6,"Long Beach,CA",positive,sadness,Topic 4
"i heard petros and you today at . speaking for kevin, ron and i we love you. stay strong, stay healthy and stay safe. sorry about this coronavirus mess. bend but do not break. feelin you! terrance morgan",2020-06-30,2020,6,"Long Beach,CA",positive,sadness,Topic 1
-30-20 fairfax corona with a dash of police brutality via lapd metro.,2020-06-30,2020,6,"Long Beach,CA",negative,anger,Topic 3
thoughts on covid-19 exposure logging on your apple devices?,2020-06-30,2020,6,"Long Beach,CA",neutral,sadness,Topic 4
"soup of the day: covid-ninetini ( with ) los angeles, california",2020-06-30,2020,6,"Long Beach,CA",neutral,joy,Topic 1
"ok, the la covid-19 restaurant experiment failed. with so many la restaurants not in compliance, its time to scale back to only pickup or delivery. get it together",2020-06-30,2020,6,"Long Beach,CA",negative,anger,Topic 1
whats upsetting me the most is that i bought my mother and myself cooking &amp; pottery classes then covid...,2020-06-30,2020,6,"Long Beach,CA",negative,anger,Topic 2
do we know for a fact that those who have contracted covid-19 are immune to re-infection given the rate of the virus mutation? has this been actually studied properly &amp; scientifically proven?,2020-06-30,2020,6,"Long Beach,CA",positive,optimism,Topic 2
"oh god.. stay safe! &amp; noted, ill be busy making my pool noodle social distancing coronavirus crown prepping for my airport filled trip back east in august.",2020-06-30,2020,6,"Long Beach,CA",positive,optimism,Topic 1
"talat&gt;&gt; with more time on their hands because of the coronavirus pandemic, the heuertz family decided their needed an upgrade. so they got to work.",2020-06-28,2020,6,"Omaha,NE",neutral,optimism,Topic 1
"only percent of americans trust trump for coronavirus info, poll shows",2020-06-28,2020,6,"Omaha,NE",positive,sadness,Topic 3
'extreme inequality was the preexisting condition': how covid-19 widened america's wealth gap - abc news - via,2020-06-29,2020,6,"Omaha,NE",positive,sadness,Topic 3
china has tested far more people for covid-19.,2020-06-29,2020,6,"Omaha,NE",neutral,optimism,Topic 2
the first coronavirus spike in late april can be blamed on the presidents negligence. the second spike in june is his own doing.,2020-06-29,2020,6,"Omaha,NE",negative,anger,Topic 4
people connected to michigan bar test positive for coronavirus via,2020-06-29,2020,6,"Omaha,NE",positive,sadness,Topic 3
people connected to michigan bar test positive for coronavirus via,2020-06-29,2020,6,"Omaha,NE",positive,sadness,Topic 3
houston hospitals stop reporting coronavirus-related data after reaching base icu capacity: report,2020-06-29,2020,6,"Omaha,NE",negative,anger,Topic 4
"needed a little pick me up this morning at the live desk we are tracking changes in pregame ceremonies with , a controversial new law passed in china, two officers with fighting for their lives and adding to their list of covid symptoms.",2020-06-30,2020,6,"Omaha,NE",negative,anger,Topic 4
oklahoma is seeing % positive test rate for covid-19 following trumps tulsa rally via,2020-06-30,2020,6,"Omaha,NE",positive,joy,Topic 3
"now that the trump rally is over, let's see what happens to the covid stats. i have a feeling the ""2nd wave"" is going to be downgraded to a ripple.",2020-06-21,2020,6,"Raleigh,NC",positive,anger,Topic 3
covid-19 has had a second effect no one is discussing... it's made hypochondriacs out of everyone.,2020-06-26,2020,6,"Raleigh,NC",negative,anger,Topic 2
"no. and neither do the pandering politicians. best typified by the recent ruling that everyone must wear masks in public. except blacks who ""fear they may be racially profiled"". at the same time science claims blacks are high risk for covid. medical necessity my ass.",2020-06-28,2020,6,"Raleigh,NC",negative,anger,Topic 3
hoping more places follow suit,2020-06-28,2020,6,"Raleigh,NC",positive,optimism,Topic 2
"well, for a university so sought after, parents/students might want to reconsider, bc this is stupid. wonder what unc school of public health thinks of this bs?",2020-06-29,2020,6,"Raleigh,NC",negative,anger,Topic 2
no excuse for shortages at this point,2020-06-29,2020,6,"Raleigh,NC",negative,sadness,Topic 2
responsible,2020-06-29,2020,6,"Raleigh,NC",positive,anger,Topic 3
it's a start,2020-06-29,2020,6,"Raleigh,NC",neutral,optimism,Topic 2
a good story,2020-06-29,2020,6,"Raleigh,NC",positive,joy,Topic 4
"good luck with this definitely the right thing to do, but",2020-06-30,2020,6,"Raleigh,NC",positive,optimism,Topic 2
imagine if covid wasn't a thing. we'd be getting ready to watch preseason nfl football next sunday night,2020-07-25,2020,7,"Kansas City,MO",positive,joy,Topic 1
that hospitals make a lot of insurance money with fake covid patients,2020-07-26,2020,7,"Kansas City,MO",negative,anger,Topic 2
"do you know why i checked out &amp; y'all can fight this pandemic on your own? i worked in public health in jackson county for years. i agency for swope, sam rodgers, health midwest/research, truman, cmh while employed by va. i'm sick of jacomo going st.",2020-07-29,2020,7,"Kansas City,MO",negative,anger,Topic 3
go away coronavirus by (2020):,2020-07-29,2020,7,"Kansas City,MO",neutral,sadness,Topic 1
"fr fr im rewatching now bc corona and finally meeting getting to all these pinnnacle points - margaery in kings landing, bran meeting jojen, the upcoming red wedding. i dont want to get to season",2020-07-30,2020,7,"Kansas City,MO",negative,sadness,Topic 2
lol gonna have to take a mural trek through town soon. see if anything new has popped up. might unleash a third (?) wave of corona on the city to get out my way,2020-07-30,2020,7,"Kansas City,MO",positive,joy,Topic 2
"whether you believe covid-19 is real or not, what is your craziest conspiracy theory about who or what caused it?",2020-07-30,2020,7,"Kansas City,MO",negative,anger,Topic 3
thanks for the levity. hows that new health plan? hope u dont have preexisting conditions...whos still unable to get a covid test? so many more empty lies...,2020-07-30,2020,7,"Kansas City,MO",positive,anger,Topic 2
covid just sneaking right under those face shields smh,2020-07-31,2020,7,"Kansas City,MO",negative,anger,Topic 1
"maybe remove nazis with corona first, then remove all corona....?",2020-07-31,2020,7,"Kansas City,MO",neutral,anger,Topic 2
there now is no doubt that covid-19 is airborne and can be spread simply by breathing. that's why everyone needs to mask up.,2020-07-31,2020,7,"Long Beach,CA",negative,optimism,Topic 2
"i had play dates lined up for ethan. story time at the library. looking into toddler gymnastics cuz he think hes spider-man. its was finna be lit for the little man to get him around verbal kids, socialize, and get him talking but..covid...",2020-07-31,2020,7,"Long Beach,CA",positive,joy,Topic 2
"was really looking forward to this concert tonight with five of my closest friends. thanks to covid, and the media paranoia, it has been postponed with no reschedule date as of yet....so bummed!!",2020-07-31,2020,7,"Long Beach,CA",positive,sadness,Topic 2
why happened did another team catch covid?,2020-07-31,2020,7,"Long Beach,CA",neutral,anger,Topic 1
doctor blows whistle on corona virus via,2020-07-31,2020,7,"Long Beach,CA",neutral,anger,Topic 2
mlb playoffs bout to look like this after all these positive covid tests.,2020-07-31,2020,7,"Long Beach,CA",positive,joy,Topic 2
lemme borrow that login,2020-07-31,2020,7,"Long Beach,CA",neutral,joy,Topic 2
i thought you were better than what i am seeing in your show today. you know your president has caused the issue of + people being dead. this covid was known in usa in november . we need leadership. do you care?,2020-07-31,2020,7,"Long Beach,CA",positive,anger,Topic 3
"no, your coronavirus quarantine is not just like being in prison by jerry metcalf via . please stop saying this.",2020-07-31,2020,7,"Long Beach,CA",negative,anger,Topic 3
covid tweet of the century.,2020-07-31,2020,7,"Long Beach,CA",neutral,joy,Topic 2
so govt wont allow them to open their business because of covid and now that same govt has told them fu what happens to your business happens and were not gonna do anything about it. what more needs to happen in these dem run cities for people to wake up and vote them out!,2020-07-27,2020,7,"Omaha,NE",negative,anger,Topic 3
he's a one man covid-19 band going on tour.,2020-07-29,2020,7,"Omaha,NE",neutral,joy,Topic 2
"a young man in his s with previous health issues included in today's deaths. omaha: wednesday july covid-19 update: douglas county reports new cases, deaths",2020-07-29,2020,7,"Omaha,NE",neutral,sadness,Topic 4
"tuesday july covid-19 update: douglas county reports new cases, deaths",2020-07-29,2020,7,"Omaha,NE",neutral,sadness,Topic 4
"omaha: thursday july covid-19 update: new cases, death in douglas county, a man in his s.",2020-07-30,2020,7,"Omaha,NE",negative,sadness,Topic 4
"trump's got to be freaking out, the top twitter trends are: john lewis, barack obama, george bush, and bill clinton. i imagine his phoney covid-19 press conference later today is going to be crazy.",2020-07-30,2020,7,"Omaha,NE",negative,anger,Topic 3
"terrible news, i'm truly sorry for his friends &amp; family. hydroxychloroquine pushers &amp; covid-19 deniers could learn from this tragic loss. there's no cure for covid-19, wear a mask, wash your hands, and avoid large crowds.",2020-07-30,2020,7,"Omaha,NE",negative,sadness,Topic 1
our government is sitting on millions of doses that trump ordered them to buy for covid-19.,2020-07-30,2020,7,"Omaha,NE",neutral,anger,Topic 3
detassling work was delayed in the regions around omaha &amp; lincoln ne due to covid-19 quarantines. omaha &amp; lincoln teens would usually have been bused to fields then.,2020-07-31,2020,7,"Omaha,NE",negative,sadness,Topic 4
"my friend was going to come to our cabin sat. but she's sick &amp; has been unable to get out of bed for a week. she was tested for covid-19, days later &amp; still no results. days without results, she can't even get meds without results. likely got exposed at work, a restaurant.",2020-07-31,2020,7,"Omaha,NE",negative,sadness,Topic 2
"voter suppression is the largest wild card in my book. especially the subtle kind thats unreachable by courts. (eg attempts to undermine usps, actual intimidation by local groups, the trump admin deliberately allowing covid to spike so people stay home &amp; not vote)",2020-07-28,2020,7,"Raleigh,NC",negative,anger,Topic 3
maybe fox has finally realized what a complete and utter unmitigated failure and douchebag you are.,2020-07-29,2020,7,"Raleigh,NC",negative,anger,Topic 3
"oh the worm is turning imagine that? trump and his band of merry sycophantic fascists are coming down on the wrong side of history! he was wrong about covid, a trade war with china, putin, bounties, black lives matter. trump is dangerous.",2020-07-29,2020,7,"Raleigh,NC",negative,anger,Topic 3
...and today he tested positive for covid heh,2020-07-29,2020,7,"Raleigh,NC",positive,joy,Topic 2
the future looks bright for vaccine research with two promising vaccines for phase efficacy trials in the us alone so far!,2020-07-30,2020,7,"Raleigh,NC",positive,optimism,Topic 4
related: frat bros at uw tested positive for covid-19 in june/july:,2020-07-30,2020,7,"Raleigh,NC",positive,joy,Topic 4
"new study on how coronavirus travels indoors may help schools, businesses reopen",2020-07-30,2020,7,"Raleigh,NC",positive,optimism,Topic 4
"i defy you to find one reasonably intelligent parent that is going to throw their children into a covid invested school. donald trump is dangerous for our health, wealth, the lives of our parents and the lives of our children. he's murdered a hundred and fifty thousand americans.",2020-07-31,2020,7,"Raleigh,NC",negative,anger,Topic 3
da fuq? i hope ya'll lose every single student omg,2020-07-31,2020,7,"Raleigh,NC",positive,anger,Topic 1
"its so hard to see what many local businesses are going through right now financially, including the owner of restaurants metro and dogwood bar and grill. this story by :",2020-07-31,2020,7,"Raleigh,NC",negative,sadness,Topic 4
"hey, anyone else remember when democrats were trying to give everyone health care? the republicans squawked &amp; hollered about death panels. remember that? i do. now % of republicans think (so far) dead americans because of covid-19 is perfectly acceptable. jesus christ.",2020-08-23,2020,8,"Kansas City,MO",positive,anger,Topic 3
"oh god. i just opened the worst email of my life. a math teacher at the college prep academy where my -year-old is starting her junior year passed away suddenly. he was younger than me &amp; fit as a fiddle. he recovered from a mild case of covid-19, then threw a clot weeks later.",2020-08-23,2020,8,"Kansas City,MO",negative,sadness,Topic 1
virtual town hall - covid-19 and wyco businesses,2020-08-24,2020,8,"Kansas City,MO",neutral,joy,Topic 4
another reason im glad to be getting out of here,2020-08-25,2020,8,"Kansas City,MO",positive,joy,Topic 2
"okay, i teach math. we just hit dead americans from covid-19. let's put that in perspective. it's like if a crashed every day for two and a half years and there were no survivors. --or-- it's like /11 happened every day for six months. now that i think about it...",2020-08-25,2020,8,"Kansas City,MO",negative,sadness,Topic 1
kansas college student hospitalized with suspected case of multisystem inflammatory syndrome,2020-08-26,2020,8,"Kansas City,MO",negative,sadness,Topic 4
sports were cancelled due to covid when she died,2020-08-27,2020,8,"Kansas City,MO",negative,sadness,Topic 1
"except the ones hes puts in cages, or the ones he let die in puerto rico, or the ones he let die from covid....",2020-08-27,2020,8,"Kansas City,MO",negative,anger,Topic 3
"small man re-election message: i didnt make america great, re-elect me. there is violence in the streets, re-elect me. covid-19 has killed americans, re-elect me. no trump. weve lived in your america. we need .",2020-08-28,2020,8,"Kansas City,MO",negative,anger,Topic 3
waiting for hugo to be done at the vet (no humans allowed inside cuz covid). bks is right there. i need to start making friday afternoon appointments,2020-08-31,2020,8,"Kansas City,MO",neutral,sadness,Topic 2
who knew that mark mothersbaugh from devo was in the icu with covid and nearly a spud himself?,2020-08-31,2020,8,"Long Beach,CA",neutral,joy,Topic 4
la county health officer advises residents to skip labor day traditions amid 'widespread' covid-19 transmissions via .com,2020-08-31,2020,8,"Long Beach,CA",neutral,sadness,Topic 4
i been giving yall the game since this corona shit started on my onlyfans for stocks. if you really about long term money growth click the link in my bio and learn the stock market game. if you put k into this,2020-08-31,2020,8,"Long Beach,CA",positive,optimism,Topic 2
"street los angeles - covid edition los angeles, california",2020-08-31,2020,8,"Long Beach,CA",neutral,joy,Topic 1
covid-free all star cast gathers to shoot a holiday special for netflix. who do you recognize? (the redhead is meryl streep!),2020-08-31,2020,8,"Long Beach,CA",positive,joy,Topic 1
problems on campus. our story tonight: colleges search for solutions amid coronavirus outbreaks via,2020-08-31,2020,8,"Long Beach,CA",negative,sadness,Topic 4
rueben langdon covid denier,2020-08-31,2020,8,"Long Beach,CA",negative,joy,Topic 1
"however, one correction. the johns hopkins figure for us covid-19 infections isn't only &amp; solely for symptomatic cases. i believe it does include persons who are asymptomatic but have tested positive. however, wider testing must continue to approach more reliable statistics.",2020-08-31,2020,8,"Long Beach,CA",positive,optimism,Topic 4
"i'm just googling &amp; calculating on my phone right now, so take this with a grain of salt. the johns hopkins figures in screenshot show % of current infected persons have died from covid-19 so far. us population is million. without mitigation, masks, social distancing /2",2020-08-31,2020,8,"Long Beach,CA",negative,sadness,Topic 3
"messenger: a q?? post saying dont take tylenol for covid, his nurse friend ( who knows) says take acetaminophen or paracetamol!!!! those are safe!!! tylenol with covid will kill you!! i shit you not. i put my usual polite comments on said post.",2020-08-31,2020,8,"Long Beach,CA",negative,anger,Topic 2
there was an argument at our gas station the other day. lady stood there &amp; yelled for minutes w/out a mask about only coming in for a second so she doesnt need one. so anyway she probs spread her covid all over doing that.,2020-08-25,2020,8,"Omaha,NE",negative,anger,Topic 2
"he's cool with covid-19 spread though. cdc announced they no longer advise testing of unsymptomatic people, regardless of exposure. part of the population gets covid-19 with few symptoms, not testing everyone exposed lets the virus continue to spread unchecked.",2020-08-26,2020,8,"Omaha,NE",positive,anger,Topic 2
"is there fema money left for hurricane season? trump &amp; the gop blocked the dem's covid relief bills because they included funds for the usps &amp; voting security, then he signed an eo that gave states fema funded unemployment. does fema have funds left for a catastrophic hurricane?",2020-08-26,2020,8,"Omaha,NE",negative,sadness,Topic 3
"great, my son's girlfriend's roommates are positive for covid-19, he's been around her and she's got a cough. second unl sorority under quarantine after covid-19 outbreak",2020-08-27,2020,8,"Omaha,NE",positive,sadness,Topic 2
trump's priorities: fundraising and schmoozing before hurricane response and nothing on his schedule about covid-19.,2020-08-27,2020,8,"Omaha,NE",neutral,anger,Topic 3
covid-19 didn't exist in the s.,2020-08-29,2020,8,"Omaha,NE",neutral,sadness,Topic 1
those with underlying conditions are not important to you. i understand wearing a mask is inconvenient and yeah covid may not kill you. the masks are for the at risk population who can and will face complications like death from the virus. there are still people who are (2/4),2020-08-31,2020,8,"Omaha,NE",negative,sadness,Topic 1
"inflated is a big word. the data showed that % of covid deaths were individuals with underlying medical conditions. if this is going to give you a reasoning that masks are unnecessary and social distancing isnt needed, you have to realize you essentially are saying (1/4)",2020-08-31,2020,8,"Omaha,NE",neutral,sadness,Topic 1
"as an american, living through the clusterfuc*er-in-chief's handling of the pandemic, i cannot, my canadian friend, disagree. i've lost friends to covid-19 who would, were they still dirt-side-up, vote for trump. delusional...i've been dodging this mess since march. i'm tired",2020-08-31,2020,8,"Omaha,NE",negative,anger,Topic 1
covid-19 comorbidity .,2020-08-31,2020,8,"Omaha,NE",neutral,sadness,Topic 3
"calamity due to coronavirus march, north carolina central university",2020-08-26,2020,8,"Raleigh,NC",neutral,sadness,Topic 4
i'm sorry but i have to tell you a sad thing we will never hear the truth about from this administration. there will never be an effective vaccine. there will never be a test available to everyone. demand the capital t truth and vote for biden/harris,2020-08-28,2020,8,"Raleigh,NC",negative,sadness,Topic 2
what policies are those? ignoring covid-19 as it washed ashore? locking children in cages? sending the national debt into orbit? race-baiting? divisiveness? destroying the environment? trump's policies like his personality are rancid and rotten.,2020-08-29,2020,8,"Raleigh,NC",negative,anger,Topic 3
"oh you poor thing, did someone kneel on your neck pressing down until your life left you? did your elected leaders ignore the fact that you were dying of covid-19 ? all things being equal rand you got off pretty easy when your neighbor came a-callin.",2020-08-29,2020,8,"Raleigh,NC",positive,anger,Topic 2
shall we talk about children in cages? shall we talk about the police black men with impunity? shall we discuss a million americans locked up? how about dead americans due to republican failure? how's that glass house?,2020-08-30,2020,8,"Raleigh,NC",negative,anger,Topic 3
"also worth mentioning the long term effects. studies show myocarditis as a long term consequence of covid. black fb players are of course at high risk. the pac shut it down b/c of that risk, but schools in the south dont seem to care. its always profit over people.",2020-08-30,2020,8,"Raleigh,NC",negative,sadness,Topic 2
whoa... with public trust in some areas of the country generally a problem for vaccines... all one needs to ensure it is further eroded is to allow an unproven through an eua need evidence on benefits vs risks via completed rcts!,2020-08-30,2020,8,"Raleigh,NC",positive,sadness,Topic 3
"im also pretty confident that all returning staff, faculty, and students had to sign a similar covid disclosure agreement when coming back to campus. but it's weird watching institutions used to operating under ferpa suddenly try to figure out and act w/in the ""spirit"" of hipaa.",2020-08-30,2020,8,"Raleigh,NC",positive,anger,Topic 4
lmao now $tsla is working on covid treatment. cant make this stuff up.,2020-08-31,2020,8,"Raleigh,NC",positive,anger,Topic 2
"not certain i understand what the point of a vaccine is for , and yes, i'm a vaccine person. here's why immunity only lasts a few months this is not a seasonal virus so...what? you have to get a step vaccine every quarter? not happening thoughts?",2020-08-31,2020,8,"Raleigh,NC",positive,sadness,Topic 2
we are not weeks away from the vaccine,2020-09-30,2020,9,"Kansas City,MO",neutral,optimism,Topic 2
"thank you and keep them coming, eric! no beg buttons make it covid-safer and helps the physically challenged. visitors to kc love no-beg-buttons too.",2020-09-30,2020,9,"Kansas City,MO",positive,joy,Topic 1
. is a racist and the worst president there has ever been. also feels he can blame the entire country of china for covid.,2020-09-30,2020,9,"Kansas City,MO",negative,anger,Topic 3
how on earth is it trump fault that aa are more susceptible to covid? people blaming president for covid are just plain ignorant and uneducated.,2020-09-30,2020,9,"Kansas City,MO",negative,anger,Topic 3
"its so rich that blame for covid when they pushed for shut downs, encouraged elderly locked in death sentences in nursing homes",2020-09-30,2020,9,"Kansas City,MO",positive,anger,Topic 3
the guy who knows everything never knows anything when it comes to racism. f him! why can't he just catch covid?,2020-09-30,2020,9,"Kansas City,MO",negative,anger,Topic 2
more titans players testing positive for covid this morning.,2020-09-30,2020,9,"Kansas City,MO",positive,joy,Topic 4
yeah that covid shit sucked. we just got over it,2020-09-30,2020,9,"Kansas City,MO",negative,anger,Topic 2
"as people are at home more because of the covid-19 pandemic, they are also online more via social media platforms. this presents an opportunity for savvy brands and marketers. here is a closer look at the new social scene. via",2020-09-30,2020,9,"Kansas City,MO",positive,optimism,Topic 4
my -year-old daughter: yeah trump and you said the virus would be cured and there would be a vaccine by easter.,2020-09-30,2020,9,"Kansas City,MO",positive,joy,Topic 2
"theres a reason why we call it a power up table. especially during covid, there arent many places for the unhoused to recharge their devices, including portable batteries (which they then use to charge other devices). this is a real need not being met atm.",2020-09-30,2020,9,"Long Beach,CA",neutral,sadness,Topic 1
i wanted today to be all about but covid doesn't care and decided to take it my uncle. i hate this,2020-09-30,2020,9,"Long Beach,CA",negative,anger,Topic 2
mans out here playing mkx,2020-09-30,2020,9,"Long Beach,CA",positive,anger,Topic 1
"from our local police station : mission station invites you to our national night out (covid style)! join us for an evening of community speakers, live performances, and more! ://",2020-09-30,2020,9,"Long Beach,CA",positive,joy,Topic 4
covid,2020-09-30,2020,9,"Long Beach,CA",neutral,joy,Topic 2
there will be a vaccine.,2020-09-30,2020,9,"Long Beach,CA",neutral,optimism,Topic 2
wow i just found this message from doc brown. i guess i found it a bit too late. nuts!,2020-09-30,2020,9,"Long Beach,CA",positive,joy,Topic 4
"next time just say dead from covid, $750 and suckers and losers.",2020-09-30,2020,9,"Long Beach,CA",negative,anger,Topic 3
"yeah you know the guy from the rally that never caused any problems with covid-19! oh wait, hes dead, from covid-19!",2020-09-30,2020,9,"Long Beach,CA",negative,anger,Topic 2
crunch in chatsworth is literally the corona hot spot,2020-09-30,2020,9,"Long Beach,CA",neutral,joy,Topic 2
"maybe are dying a day with covid, but not only from covid. and i'm not trying to be incensative but almost zero deaths, even hospitalizations for -22 year olds.",2020-09-11,2020,9,"Omaha,NE",neutral,sadness,Topic 1
she's thee corona queenie,2020-09-15,2020,9,"Omaha,NE",neutral,joy,Topic 4
"yep they want money. and yep they're allowing dorms and greek houses to be open too. i also know person to die with covid. he also had other issues which lead to his death. not wishing ill on anyone, but you can't self quarantine forever either.",2020-09-17,2020,9,"Omaha,NE",negative,sadness,Topic 2
so all the news about how much trump has paid farmers is fake news?,2020-09-22,2020,9,"Omaha,NE",negative,anger,Topic 3
i know how tariffs work. that doesn't change the fact that trump took those taxes &amp; paid billions to farmers. its been published numerous times how much he's paid them.,2020-09-22,2020,9,"Omaha,NE",neutral,anger,Topic 3
"must suck to be so dense &amp; ill-informed. hard to ""downplay"" old news. not one thing is new. downplaying is knowing how deadly covid is &amp; telling the public its nothing. it will be gone by april. i will be gone when weather turns hot., fudging the case &amp; death numbers.",2020-09-23,2020,9,"Omaha,NE",negative,anger,Topic 3
"sip... i have the solution for neb to ultimately stick it to b1g. needs to have a covid outbreak on oct . that way we miss osu and wis, open season at nw. too bad psu wasn't rd game, then we could have the outbreak on oct .... lol",2020-09-24,2020,9,"Omaha,NE",neutral,sadness,Topic 4
its covid year. the old bitches need to be smart enough to realize they can make exceptions this year. god forbid a high school kid wants to play football.,2020-09-26,2020,9,"Omaha,NE",neutral,anger,Topic 2
hey!!! if you have covid or have risk of spreading covid you need to tell people!!! i literally see no people anymore bc so many of yall dont care to alert people you have it! i have been way too close to getting covid these past couple days!!! ffs be responsible,2020-09-28,2020,9,"Omaha,NE",negative,anger,Topic 2
"just an excuse not to take precautions during this fucking pandemic!!!! i drive taxi overnight and see these dumb fucks everyday. listen to people from dispatch talking trump, covid, racial issues everyday. my regular peeps &amp; i agree only upbeat conversation.",2020-09-29,2020,9,"Omaha,NE",negative,anger,Topic 2
"it can be enjoyable to dunk on these clowns, but they truly are a threat to public health. as we transition into fall, many factors are in place for a massive surge of covid-19. is it guaranteed to happen? no. but propagating misinformation like this makes it more likely.",2020-09-26,2020,9,"Raleigh,NC",negative,anger,Topic 3
"you literally asked if i believe in fluid dynamics and physics. and then said it was ok if i didn't. what kind of scientist would i be if i didn't believe in physics? (btw, before i went into covid-19, i developed a microfluidics-based assay to purify viruses)",2020-09-27,2020,9,"Raleigh,NC",positive,joy,Topic 2
things i'd rather see than 's urinalysis: . a plan to combat a fall covid surge . an infrastructure plan to roll out vaccines against sars-cov-2 . funding for medical centers &amp; universities who have taken a major financial hit from the pandemic . tax returns,2020-09-27,2020,9,"Raleigh,NC",negative,sadness,Topic 4
